ʾaʿadnā pos=V,mood=IND,gen=MASC,per=2,voice=ACT,num=SG,aspect=IPFV tuʿid
ʾabhimā pos=V,mood=SBJV,gen=FEM,per=3,voice=PASS,num=DU tubhamā
ʾabjada pos=N,def=INDF,case=NOM,num=SG ʾabjadun
ʾabjadiyya pos=ADJ,def=DEF,case=NOM,gen=MASC,num=DU al-ʾabjadiyyāni
ʾabjadiyyatāni pos=ADJ,def=DEF,case=GEN,gen=FEM,num=DU al-ʾabjadiyyatayni
ʾabjadiyyatan pos=ADJ,def=DEF,case=ACC,gen=FEM,num=PL al-ʾabjadiyyāti
ʾabjadiyyun pos=ADJ,def=INDF,case=NOM,gen=MASC,num=SG ʾabjadī
ʾabḵira pos=N,def=DEF,case=ACC,num=SG al-buḵāra
ʾabḵirat pos=N,def=INDF,case=NOM,num=SG buḵārun
ʾablaḡatā pos=V,mood=IND,gen=FEM,per=1,voice=PASS,num=PL,aspect=IPFV nublaḡ
ʾablaʿta pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=SG,aspect=IPFV tublaʿ
ʾabni pos=V,mood=IND,gen=MASC,per=3,voice=PASS,num=DU,aspect=IPFV yubnayā
ʾabqa pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=DU,aspect=IPFV tabqayā
ʾabqā pos=V,mood=SBJV,gen=MASC,per=3,voice=ACT,num=DU yabqayā
ʿabqariyyatayn pos=ADJ,def=INDF,case=GEN,gen=FEM,num=DU ʿabqariyyatayni
ʿabqariyyatun pos=ADJ,def=INDF,case=NOM,gen=FEM,num=PL ʿabqariyyāt
ʿabqariyyayni pos=ADJ,def=DEF,case=NOM,gen=MASC,num=DU al-ʿabqariyyayn
ʾabraqat pos=V,mood=SBJV,gen=FEM,per=3,voice=ACT,num=SG tubriqa
ʾabraqta pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=PL,aspect=IPFV tubriqna
ʾabriqī pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=ACT,num=DU,aspect=IPFV ʾabraqtumā
ʾabruka pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=ACT,num=SG,aspect=IPFV barakat
ʾabruka pos=V,mood=SBJV,gen=FEM,per=1,voice=ACT,num=PL nabruka
ʾabṣaratā pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=ACT,num=PL,aspect=IPFV ʾabṣarū
ʾabṣarti pos=V,mood=IND,tense=PST,gen=FEM,per=1,voice=PASS,num=PL,aspect=IPFV ʾubṣirnā
ʾabṣuq pos=V,mood=IND,gen=FEM,per=3,voice=ACT,num=SG,aspect=IPFV tabṣuq
ʾabsuṭa pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=ACT,num=PL,aspect=IPFV yabsuṭna
ʾabsuṭu pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=PL ubsuṭna
ʾabtaʿida pos=V,mood=IND,gen=FEM,per=3,voice=ACT,num=SG,aspect=IPFV tabtaʿid
ʾabūḥu pos=V,mood=SBJV,gen=FEM,per=3,voice=ACT,num=DU tabūḥā
ʾabzani pos=N,def=DEF,case=GEN,num=SG al-ʾabzani
ʾabzanu pos=N,poss=PSSD,case=ACC,num=SG ʾabzana
ʾaḏāʿā pos=V,mood=IND,gen=MASC,per=2,voice=ACT,num=DU,aspect=IPFV tuḏīʿā
ʾaʿdadtu pos=V,mood=IND,gen=MASC,per=2,voice=PASS,num=DU,aspect=IPFV tuʿaddā
ʾaḍāfa pos=V,mood=IND,gen=MASC,per=3,voice=ACT,num=DU,aspect=IPFV yuḍīfā
ʾaḍafti pos=V,mood=SBJV,gen=MASC,per=2,voice=ACT,num=DU tuḍīfā
ʿaḍalata pos=N,def=INDF,case=ACC,num=PL ʿaḍalātin
ʿaḍalata pos=N,def=INDF,case=NOM,num=DU ʿaḍalatāni
ʿadamā pos=N,def=DEF,case=NOM,num=SG al-ʿadamu
ʿadamin pos=N,def=DEF,case=GEN,num=PL al-ʾaʿdāmi
ʾaʿdāmin pos=N,def=INDF,case=GEN,num=DU ʿadamayni
ʾādamiyyatun pos=ADJ,def=DEF,case=ACC,gen=MASC,num=PL al-ʾādamiyyīna
ʾādamiyyin pos=ADJ,def=INDF,case=NOM,gen=MASC,num=PL ʾādamiyyūna
ʾaʿdam pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV ʿudimti
ʾadarrū pos=V,voice=PASS mudarr
ʾadarta pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=SG,aspect=IPFV yudīru
ʿadasa pos=N,def=INDF,case=GEN,num=DU ʿadasatayni
ʿadasatāni pos=N,def=INDF,case=NOM,num=SG ʿadasa
ʿadasātin pos=N,def=INDF,case=NOM,num=DU ʿadasatayn
ʿādat pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=PASS,num=SG,aspect=IPFV ʿīdat
ʾadbaratā pos=V,mood=SBJV,gen=FEM,per=1,voice=PASS,num=SG ʾudbara
ad-dabābīsi pos=N,def=INDF,case=GEN,num=DU dabbūsayni
aḏ-ḏabāʾiḥa pos=N,def=DEF,case=NOM,num=PL aḏ-ḏabāʾiḥu
aḏ-ḏabāʾiḥ pos=N,def=DEF,case=NOM,num=PL aḏ-ḏabāʾiḥu
aḍ-ḍabba pos=N,def=INDF,case=NOM,num=PL ḍibābun
ad-dābbatu pos=N,poss=PSSD,case=NOM,num=DU dābbatā
ad-dabbūsāni pos=N,poss=PSSD,case=NOM,num=SG dabbūs
ad-dabbūs pos=N,poss=PSSD,case=NOM,num=DU dabbūsay
ad-dabībatayn pos=ADJ,def=INDF,case=ACC,gen=FEM,num=SG dabībatan
ad-dabībati pos=ADJ,def=DEF,case=NOM,gen=FEM,num=SG ad-dabība
aḏ-ḏabīḥatāni pos=N,def=DEF,case=GEN,num=PL aḏ-ḏabāʾiḥi
aḏ-ḏabīḥata pos=N,def=DEF,case=NOM,num=DU aḏ-ḏabīḥatāni
aḏ-ḏabīḥata pos=N,poss=PSSD,case=NOM,num=DU ḏabīḥatā
aḍ-ḍābiṭayn pos=N,def=INDF,case=ACC,num=PL ḍubbāṭan
ʿaḏḏabtumā pos=V,mood=IND,tense=PRS,gen=MASC,per=2,voice=PASS,num=SG,aspect=IPFV tuʿaḏḏabu
ʾaḍdādi pos=N,def=DEF,case=NOM,num=SG aḍ-ḍidd
ʾaḍdād pos=N,poss=PSSD,case=NOM,num=SG ḍidd
aḍ-ḍafāʾiri pos=N,def=INDF,case=GEN,num=DU ḍafīratayni
aḍ-ḍafāʾir pos=N,def=INDF,case=GEN,num=DU ḍafīratayni
ad-daffāni pos=N,poss=PSSD,case=NOM,num=DU daffay
ad-dafīʾatayn pos=ADJ,def=INDF,case=GEN,gen=MASC,num=SG dafīʾin
ad-dafīʾatu pos=ADJ,def=DEF,case=ACC,gen=MASC,num=DU ad-dafīʾayni
ad-dāfiʾatu pos=ADJ,def=INDF,case=GEN,gen=MASC,num=SG dāfiʾin
ad-daftarayn pos=N,def=DEF,case=NOM,num=SG ad-daftaru
aḏ-ḏahabī pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL aḏ-ḏahabiyyāt
aḏ-ḏahabī pos=ADJ,def=DEF,case=NOM,gen=MASC,num=SG aḏ-ḏahabiyyu
aḏ-ḏahabiyyatayn pos=ADJ,def=DEF,case=ACC,gen=FEM,num=DU aḏ-ḏahabiyyatayni
aḏ-ḏahabiyyātu pos=ADJ,def=INDF,case=ACC,gen=FEM,num=DU ḏahabiyyatayni
ad-dahšatayni pos=N,def=DEF,case=NOM,num=PL ad-dahaš
aḍ-ḍaʿīfu pos=ADJ,def=INDF,case=GEN,gen=FEM,num=PL ḍaʿīfātin
ad-dāʾimata pos=ADJ,def=INDF,case=NOM,gen=FEM,num=PL dāʾimāt
ad-dakākīna pos=N,def=DEF,case=ACC,num=DU ad-dukkānayni
ad-dakākīna pos=N,def=DEF,case=ACC,num=SG ad-dukkāna
ad-dakākīn pos=N,poss=PSSD,case=GEN,num=DU dukkānay
aḏ-ḏakariyyatāni pos=ADJ,def=DEF,case=GEN,gen=MASC,num=PL aḏ-ḏakariyyīna
aḏ-ḏakariyyayn pos=ADJ,def=DEF,case=NOM,gen=MASC,num=PL aḏ-ḏakariyyīn
aḏ-ḏakariyyūna pos=ADJ,def=INDF,case=ACC,gen=MASC,num=SG ḏakariyyan
aḏ-ḏakariyyūna pos=ADJ,def=INDF,case=GEN,gen=FEM,num=DU ḏakariyyatayni
aḏ-ḏanabayn pos=N,def=DEF,case=ACC,num=DU aḏ-ḏanabayni
aḏ-ḏanabi pos=N,def=DEF,case=ACC,num=DU aḏ-ḏanabayni
aḏ-ḏanabu pos=N,poss=PSSD,case=NOM,num=DU ḏanabā
ad-danānīri pos=N,poss=PSSD,case=NOM,num=DU dīnāray
aḏ-ḏanbāni pos=N,def=INDF,case=ACC,num=PL ḏanūban
aḏ-ḏanb pos=N,def=INDF,case=NOM,num=DU ḏanbayn
aḏ-ḏanb pos=N,poss=PSSD,case=NOM,num=DU ḏanbā
ad-daqīqa pos=N,def=DEF,case=NOM,num=DU ad-daqīqatayn
ad-darāhimu pos=N,def=INDF,case=GEN,num=DU dirhamayni
ad-daraju pos=N,poss=PSSD,case=ACC,num=DU darajay
ad-darakiyyayn pos=N,poss=PSSD,case=NOM,num=PL darakiyyī
aḍ-ḍararati pos=ADJ,def=INDF,case=NOM,gen=FEM,num=PL ḍararāt
aḍ-ḍarbatayni pos=N,def=INDF,case=NOM,num=DU ḍarbatāni
aḍ-ḍarbatayn pos=N,poss=PSSD,case=ACC,num=DU ḍarbatay
ad-darrājatayn pos=N,poss=PSSD,case=ACC,num=PL darrājāti
aḏ-ḏarriyyatayni pos=ADJ,def=DEF,case=NOM,gen=MASC,num=SG aḏ-ḏarriyyu
aḏ-ḏarriyyatu pos=ADJ,def=DEF,case=ACC,gen=MASC,num=PL aḏ-ḏarriyyīna
aḏ-ḏarriyyātu pos=ADJ,def=DEF,case=NOM,gen=FEM,num=DU aḏ-ḏarriyyatāni
aḏ-ḏarriyyayni pos=ADJ,def=DEF,case=ACC,gen=FEM,num=SG aḏ-ḏarriyyata
aḏ-ḏarriyyayni pos=ADJ,def=DEF,case=NOM,gen=MASC,num=SG aḏ-ḏarriyyu
aḍ-ḍarūra pos=N,def=DEF,case=GEN,num=SG aḍ-ḍarūrati
aḍ-ḍarūratayn pos=N,poss=PSSD,case=GEN,num=DU ḍarūratay
aḍ-ḍarūrātu pos=N,def=DEF,case=GEN,num=PL aḍ-ḍarūrāti
ad-dasātīru pos=N,poss=PSSD,case=GEN,num=PL dasātīri
ad-dawāʾa pos=N,def=INDF,case=NOM,num=SG dawāʾ
ad-dawāʾayni pos=N,poss=PSSD,case=NOM,num=PL ʾadwiyat
ad-dawāʾiri pos=N,def=DEF,case=NOM,num=SG ad-dāʾira
ad-dawāʾ pos=N,poss=PSSD,case=NOM,num=SG dawāʾu
ad-dawāwīni pos=N,def=INDF,case=NOM,num=PL dawāwīnu
ad-dawāwīnu pos=N,def=INDF,case=GEN,num=DU dīwānayni
ad-dawliyyatāni pos=ADJ,def=DEF,case=ACC,gen=MASC,num=SG ad-dawliyya
ad-dawliyyatāni pos=ADJ,def=INDF,case=GEN,gen=FEM,num=SG dawliyyatin
ad-dawliyyati pos=ADJ,def=INDF,case=GEN,gen=FEM,num=SG dawliyyatin
aḏ-ḏawqayni pos=N,def=INDF,case=GEN,num=DU ḏawqayni
aḏ-ḏayla pos=N,def=INDF,case=GEN,num=DU ḏaylayni
aḏ-ḏaylu pos=N,def=INDF,case=NOM,num=DU ḏaylāni
ʾaddaynā pos=V,mood=SBJV,gen=FEM,per=3,voice=ACT,num=PL yuʾaddīna
ʾaddayti pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=SG ʾaddī
ʾaddaytum pos=V,mood=IND,tense=PST,gen=FEM,per=1,voice=ACT,num=PL,aspect=IPFV ʾaddaynā
aḍ-ḍibāb pos=N,poss=PSSD,case=NOM,num=PL ḍibāb
aḍ-ḍibābu pos=N,def=DEF,case=ACC,num=PL aḍ-ḍibāba
ʿaḏḏibā pos=V,mood=SBJV,gen=FEM,per=3,voice=PASS,num=SG tuʿaḏḏaba
ad-diblōmāni pos=N,def=INDF,case=ACC,num=SG diblōman
ad-diblūmāsiyyāni pos=ADJ,def=INDF,case=NOM,gen=MASC,num=SG diblūmāsiyyun
ad-diblūmāsiyyatayni pos=ADJ,def=INDF,case=NOM,gen=MASC,num=DU diblūmāsiyyayn
ad-diblūmāsiyyati pos=ADJ,def=DEF,case=NOM,gen=MASC,num=PL ad-diblūmāsiyyūna
ad-diblūmāsiyyayni pos=ADJ,def=DEF,case=NOM,gen=MASC,num=PL ad-diblūmāsiyyūna
ad-diblūmāsiyyīna pos=ADJ,def=DEF,case=GEN,gen=FEM,num=SG ad-diblūmāsiyyati
ad-diblūmāt pos=N,def=DEF,case=NOM,num=DU ad-diblūmatayn
ʿaḏḏib pos=V,mood=SBJV,gen=MASC,per=3,voice=PASS,num=SG yuʿaḏḏaba
aḍ-ḍiddāni pos=N,poss=PSSD,case=NOM,num=SG ḍiddu
aḍ-ḍifdaʿāni pos=N,def=INDF,case=NOM,num=SG ḍifdaʿun
ad-dimāḡi pos=N,poss=PSSD,case=GEN,num=DU dimāḡay
ad-dīnār pos=N,def=INDF,case=ACC,num=SG dīnāran
ad-dīnār pos=N,poss=PSSD,case=GEN,num=DU dīnāray
ad-dīnāṣawrayn pos=N,poss=PSSD,case=NOM,num=DU dīnāṣawray
ad-dīnāṣawri pos=N,def=DEF,case=GEN,num=PL ad-dīnāṣawrāti
ʾaddī pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=PASS,num=DU,aspect=IPFV ʾuddiyatā
aḏ-ḏirāʿa pos=N,def=DEF,case=ACC,num=PL aḏ-ḏurʿāna
ad-dirhama pos=N,def=INDF,case=NOM,num=SG dirhamun
ad-dirhami pos=N,poss=PSSD,case=GEN,num=SG dirhami
aḍ-ḍirsāni pos=N,poss=PSSD,case=ACC,num=PL ḍurūsa
aḍ-ḍirsayni pos=N,poss=PSSD,case=NOM,num=DU ḍirsā
aḍ-ḍirsayn pos=N,poss=PSSD,case=ACC,num=DU ḍirsay
ad-dīwānayni pos=N,def=DEF,case=NOM,num=DU ad-dīwānayn
ad-duʿāʾi pos=N,poss=PSSD,case=ACC,num=SG duʿāʾa
aḏ-ḏuʾbāni pos=N,poss=PSSD,case=GEN,num=DU ḏiʾbay
ad-dufūfi pos=N,def=INDF,case=NOM,num=DU daffayn
ad-dukkānāni pos=N,poss=PSSD,case=NOM,num=DU dukkānay
aḏ-ḏurʿānu pos=N,poss=PSSD,case=NOM,num=PL ḏurʿān
ad-dustūriyyi pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL ad-dustūriyyāt
ad-duwala pos=N,def=DEF,case=NOM,num=PL ad-duwal
ʾadillāʾi pos=N,def=INDF,case=NOM,num=DU dalīlāni
ʿadimta pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=DU iʿdamā
ʾadīrā pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV yudāru
ʾadīrū pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=SG,aspect=IPFV yudīru
ʾaḏīʿū pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=ACT,num=PL,aspect=IPFV yuḏiʿna
adʿiya pos=N,poss=PSSD,case=NOM,num=DU duʿāʾay
adʿiyat pos=N,def=INDF,case=GEN,num=DU duʿāʾayni
adʿiyat pos=N,def=INDF,case=NOM,num=SG duʿāʾun
ʿādiyyatin pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL al-ʿādiyyātu
ʾadḵalatā pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=SG ʾadḵilī
ʾadḵalta pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=PL,aspect=IPFV yudḵalna
ʾaḏkartumā pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=PASS,num=DU,aspect=IPFV yuḏkarāni
ʾaḏkirū pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=DU ʾaḏkirā
ʾaḏnabti pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=ACT,num=PL,aspect=IPFV ʾaḏnabū
ʾaḏnabtumā pos=V,mood=IND,tense=PRS,gen=MASC,per=1,voice=ACT,num=PL,aspect=IPFV nuḏnibu
ʾaḏnabtunna pos=V,mood=SBJV,gen=FEM,per=2,voice=ACT,num=DU tuḏnibā
ʾadrājun pos=N,poss=PSSD,case=NOM,num=SG daraj
ʾadrarnā pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=PASS,num=PL,aspect=IPFV ʾudrirna
ʾadrartumā pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=PL ʾadrirna
ʾadri pos=V,mood=IND,gen=MASC,per=3,voice=PASS,num=PL,aspect=IPFV yudraw
ʾadruju pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=PASS,num=SG,aspect=IPFV tudraju
ʾaḍṭarra pos=V,mood=SBJV,gen=MASC,per=3,voice=ACT,num=PL yaḍṭarrū
ʾadʿū pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=ACT,num=SG,aspect=IPFV daʿat
ʾaḏūqu pos=V,mood=IND,gen=MASC,per=3,voice=ACT,num=DU,aspect=IPFV yaḏūqā
ʿaduwwin pos=N,def=DEF,case=GEN,num=PL al-ʾaʿdāʾi
ʿaduwwi pos=N,def=INDF,case=NOM,num=SG ʿaduww
ʾaḏwāqan pos=N,def=INDF,case=GEN,num=PL ʾaḏwāqin
ʾadwiyatan pos=N,poss=PSSD,case=NOM,num=PL ʾadwiyatu
ʾafadtum pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV ʾufīda
ʿafajā pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV tuʿfajī
ʾāfa pos=N,def=INDF,case=NOM,num=SG ʾāfatun
ʾāfāt pos=N,def=DEF,case=NOM,num=PL al-ʾāfāt
ʿafat pos=V,mood=IND,gen=MASC,per=2,voice=PASS,num=PL,aspect=IPFV tuʿfaw
ʾafḡāniyyan pos=ADJ,def=INDF,case=NOM,gen=FEM,num=DU ʾafḡāniyyatayn
ʾafḡāniyyīna pos=ADJ,def=INDF,case=ACC,gen=FEM,num=PL ʾafḡāniyyātin
ʾafḡāniyyīna pos=ADJ,def=INDF,case=NOM,gen=MASC,num=DU ʾafḡāniyyāni
ʾafḡāniyyin pos=ADJ,def=DEF,case=NOM,gen=MASC,num=SG al-ʾafḡānī
ʾafḥuš pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=DU,aspect=IPFV yafḥušāni
ʾafʾidatun pos=N,def=DEF,case=ACC,num=PL al-ʾafʾidata
ʾafḵāḏi pos=N,def=DEF,case=GEN,num=SG al-faḵiḏi
ʾaflaḥū pos=V,mood=SBJV,gen=MASC,per=1,voice=ACT,num=PL nufliḥa
ʾaflāki pos=N,def=DEF,case=GEN,num=DU al-falakayni
ʾaflāmin pos=N,def=DEF,case=GEN,num=SG al-filmi
ʾaflāmin pos=N,poss=PSSD,case=GEN,num=SG filmi
ʾafnaytunna pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=SG,aspect=IPFV tufna
ʾafnū pos=V,mood=SBJV,gen=MASC,per=3,voice=ACT,num=PL yufnū
ʾafqara pos=V,mood=SBJV,gen=MASC,per=1,voice=ACT,num=SG ʾufqira
ʾafqisa pos=V,mood=IND,tense=PST,gen=FEM,per=1,voice=PASS,num=SG,aspect=IPFV fuqistu
ʾafrāsa pos=N,def=INDF,case=GEN,num=SG farasin
ʾafriju pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=PL,aspect=IPFV tufrajna
ʾafriša pos=N,def=DEF,case=NOM,num=PL al-ʾafrišatu
ʾafrišati pos=N,def=INDF,case=GEN,num=SG firāšin
ʾaftaʿil pos=V,mood=IND,tense=PRS,gen=FEM,per=1,voice=ACT,num=SG,aspect=IPFV ʾaftaʿilu
ʾaftaʿil pos=V,mood=IND,tense=PST,gen=FEM,per=1,voice=PASS,num=SG,aspect=IPFV uftuʿiltu
ʾafʾusan pos=N,def=INDF,case=NOM,num=DU faʾsāni
ʾaḡbarāni pos=ADJ,def=DEF,case=NOM,gen=MASC,num=PL al-ḡubr
ʾaḡbarayni pos=ADJ,def=DEF,case=NOM,gen=FEM,num=SG al-ḡabrāʾu
ʾaḡḍaba pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV yuḡḍabu
ʾaḡḍabu pos=V,mood=IND,tense=PRS,gen=FEM,per=2,voice=ACT,num=SG,aspect=IPFV taḡḍabīna
ʾaḡdiyatun pos=N,poss=PSSD,case=NOM,num=PL ʾaḡdiyat
ʾaḡību pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=PL,aspect=IPFV taḡibna
ʾaḡlaqnā pos=V,mood=SBJV,gen=MASC,per=2,voice=PASS,num=SG tuḡlaqa
ʾaḡlaqū pos=V,mood=IND,gen=MASC,per=2,voice=PASS,num=SG,aspect=IPFV tuḡlaq
ʾaḡlāṭin pos=ADJ,def=DEF,case=NOM,gen=MASC,num=SG al-ḡalaṭ
ʾaḡribati pos=N,poss=PSSD,case=GEN,num=DU ḡurābay
ʾaḡribatun pos=N,poss=PSSD,case=ACC,num=PL ʾaḡribata
ʾaḥakkat pos=V,mood=SBJV,gen=MASC,per=2,voice=ACT,num=SG tuḥikka
ʾaḥaltumā pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=ACT,num=DU,aspect=IPFV tuḥīlāni
ʾaḥassa pos=V,mood=SBJV,gen=MASC,per=1,voice=PASS,num=SG ʾuḥassa
ʾaḥbabtum pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=ACT,num=DU,aspect=IPFV ʾaḥbabtumā
ʾaḥbaṭa pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=DU ʾaḥbiṭā
ʾaḥbaṭa pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=ACT,num=PL,aspect=IPFV ʾaḥbaṭna
ʾaḥbaṭnā pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=DU,aspect=IPFV tuḥbaṭā
ʾaḥḍānan pos=N,def=INDF,case=NOM,num=DU ḥiḍnāni
ʿahdan pos=N,poss=PSSD,case=NOM,num=DU ʿahday
ʾaḥḍānu pos=N,def=INDF,case=GEN,num=SG ḥiḍnin
ʾaḥḍarā pos=V,mood=SBJV,gen=FEM,per=2,voice=ACT,num=DU tuḥḍirā
ʾaḥḍarat pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV ʾuḥḍira
ʾaḥḍartumā pos=V,mood=IND,tense=PST,gen=FEM,per=1,voice=ACT,num=SG,aspect=IPFV ʾaḥḍartu
ʾaḥḍartum pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=PASS,num=SG,aspect=IPFV tuḥḍaru
ʾaḥḍir pos=V,mood=SBJV,gen=MASC,per=3,voice=PASS,num=SG yuḥḍara
ʾaḥḏiyat pos=N,poss=PSSD,case=NOM,num=SG ḥiḏāʾu
ʾaḥḍun pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=PL,aspect=IPFV tuḥḍanna
ʾaḥduṯu pos=V,mood=IND,gen=FEM,per=3,voice=ACT,num=SG,aspect=IPFV taḥduṯ
ʾaḥfaẓat pos=V,mood=SBJV,gen=FEM,per=1,voice=PASS,num=PL nuḥfaẓa
ʾaḥfila pos=V,mood=IND,gen=FEM,per=1,voice=PASS,num=PL,aspect=IPFV nuḥfal
ʿahidatā pos=V,mood=IND,gen=MASC,per=1,voice=PASS,num=SG,aspect=IPFV ʾuʿhad
ʾaḥikkī pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=PASS,num=PL,aspect=IPFV yuḥkakna
ʾahilla pos=N,def=DEF,case=NOM,num=DU al-hilālayn
ʾahillatan pos=N,def=DEF,case=NOM,num=SG al-hilālu
ʾaḥissū pos=V,mood=IND,gen=MASC,per=3,voice=ACT,num=DU,aspect=IPFV yuḥissā
ʾahjarna pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=SG ʾahjir
ʾahjartum pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=DU ʾahjirā
ʾahjartunna pos=V,mood=IND,tense=PRS,gen=MASC,per=2,voice=ACT,num=SG,aspect=IPFV tuhjiru
ʾaḥkū pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=ACT,num=DU,aspect=IPFV ḥakawā
ʾaḥmada pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=PASS,num=DU,aspect=IPFV ʾuḥmidā
ʾaḥmadtum pos=V,mood=IND,gen=MASC,per=2,voice=ACT,num=DU,aspect=IPFV tuḥmidā
ʾaḥmadtunna pos=V,mood=IND,tense=PRS,gen=FEM,per=1,voice=PASS,num=PL,aspect=IPFV nuḥmadu
ʾaḥmala pos=V,mood=IND,tense=PST,gen=MASC,per=1,voice=PASS,num=PL,aspect=IPFV ʾuḥmilnā
